회사명,주식,혼합주식,혼합채권,채권,투자계약,재간접,단기금융,파생형,부동산,실물,특별자산,혼합자산,기업성장,기관전용 사모펀드,투자일임기타,합계,위탁운용,전일대비,전년대비
엑시엄자산운용,0,0,0,0,0,0,0,0,0,0,0,13234516320,0,0,0,13234516320,0,-41579040,10059066680
엔라이튼자산운용,0,0,0,0,0,0,0,0,0,0,0,66143850760,0,0,0,66143850760,0,-206847726,-6441775135
엔에스자산운용,0,0,0,0,0,8926100200,0,0,0,0,0,28526689988,0,0,0,37452790188,0,59522196,-4899919314
엔에이치농협리츠운용,0,0,0,0,0,0,0,0,496675855152,0,0,0,0,0,0,496675855152,0,-12833660,48424041960
엔에이치아문디자산운용,32997358723128,52677955645,793186963866,31273048775910,0,4464492119492,18464733096254,4979530690609,769081723183,0,6480850657836,624954795383,0,0,0,100899915501306,0,1074414301749,19049144357744
엔에이치헤지자산운용,7629553633,157595861315,57968743414,0,0,0,0,471164091889,0,0,0,372518373901,0,0,0,1066876624152,0,2196523018,35458718419
엘비자산운용,0,0,0,0,0,407494471631,0,0,3275590480625,0,39431197969,0,0,0,0,3722516150225,0,2386112065,253436550340
엘에이치에스자산운용,0,0,0,0,0,0,0,0,0,0,0,59330490877,0,0,0,59330490877,0,1512255,8112769809
엘에프자산운용,0,0,0,0,0,4536779916,0,0,0,0,0,0,0,0,0,4536779916,0,664962,-967793237
엘엑스자산운용,0,0,14689668974,0,0,18363445365,0,0,0,0,0,179757204980,0,0,0,212810319319,0,113140238,42660854841
엘엔에스자산운용,0,0,3013993056,0,0,0,0,0,248905669054,0,0,13765098761,0,0,0,265684760871,0,38959325,53979250464
엘케이자산운용,0,0,29682780440,0,0,17130208876,0,58890365329,2186723433,0,0,9441153343,0,0,0,117331231421,0,358164574,-10447495504
엠디엠자산운용,0,0,0,0,0,5107691836,0,0,1541033657446,0,418403448682,6495171952,0,0,0,1971039969916,0,3775911319,573142560404
엠플러스자산운용,22676710975,9566340532,29758544309,2303170660,0,208635716193,0,0,800594135339,0,116589829943,25160188377,0,0,0,1215284636328,0,682853938,58075646721
오라이언자산운용,6872866870,1996525242,678545455773,0,0,0,0,0,92595777618,0,34450422811,131890127604,0,0,0,946351175918,0,519466431,129103977137
오르카자산운용,64206728540,0,3149779644,0,0,16051802067,0,0,0,0,0,9048313554,0,0,0,92456623805,0,369057447,27225761463
오름자산운용,0,12221134932,0,0,0,0,0,0,0,0,0,15094287925,0,0,0,27315422857,0,150469064,11895003877
오스카자산운용,0,0,0,0,0,0,0,0,0,0,0,10047649696,0,0,0,10047649696,0,-134668,107531142
오이코스자산운용,0,0,0,0,0,0,0,0,0,0,0,11438622423,0,0,0,11438622423,0,50213405,-4886761961
오하자산운용,0,0,5042378921,0,0,0,0,0,0,0,0,196306538417,0,0,0,201348917338,0,-1882824,-268015971607
옵투스자산운용,14355069499,0,0,0,0,0,0,0,0,0,0,13853210956,0,0,0,28208280455,0,46231846,-1577208248
와이드크릭자산운용,0,0,0,0,0,0,0,0,823857467632,0,0,0,0,0,0,823857467632,0,-4565269,-37466465124
와이씨자산운용,29180446946,81460840988,18911236739,0,0,0,0,0,0,0,0,8177940218,0,0,0,137730464891,0,-184531447,21737194565
와이앤피자산운용,0,0,0,0,0,0,0,0,312832743293,0,0,0,0,0,0,312832743293,0,23542954,4646598949
와이즈먼자산운용,0,0,0,0,0,0,0,0,8121376342,0,0,4165134840,0,0,0,12286511182,0,21749638,-5188685152
와이케이자산운용,0,0,413914921,0,0,0,0,0,2358847828,0,0,262117765617,0,0,0,264890528366,0,2142447678,-38690424574
요위스자산운용,0,0,0,0,0,0,0,0,0,0,0,48165719098,0,0,0,48165719098,0,184226625,-1636503020
우리자산운용,7961581962209,72440408545,1382236533755,46414892512910,0,2483623880717,29370146546484,602952882131,2271080091525,0,2709269237257,1178439754810,0,0,0,94446663810343,0,1032022593071,39615472629135
우리프라이빗에퀴티자산운용,0,0,0,0,0,261357363469,0,0,44635640525,0,475363412977,231391137422,0,0,0,1012747554393,0,2269227143,13992579960
우시아자산운용,0,0,0,0,0,0,0,0,0,0,0,50614770,0,0,0,50614770,0,-665,-740281387
우영자산운용,0,0,0,0,0,0,0,0,0,0,0,134337902223,0,0,0,134337902223,0,-225003288,44688505893
원에이츠자산운용,0,0,0,0,0,0,0,0,0,0,0,16423767196,0,0,0,16423767196,0,625165192,-6267921441
원자산운용,61655300996,25459848645,6211912925,0,0,40799961270,0,0,0,0,0,110646292626,0,0,0,244773316462,0,-255837079,12093508186
월넛자산운용,43164158953,46367692636,0,79981283171,0,0,0,0,0,0,0,66866265222,0,0,0,236379399982,0,733854231,33767150909
웰브릿지자산운용,0,0,0,0,0,0,0,25583468481,13849249837,0,0,624006118054,0,0,0,663438836372,0,2408367958,-44351086886
웰스자산운용,46085834031,0,1011243037,0,0,0,0,0,0,0,0,2372502510,0,0,0,49469579578,0,701942020,-1103439305
웰컴자산운용,236919675336,27093596710,370780409371,28925690396,0,149402538700,713194035238,186339592123,904946815086,0,2520823691,33931684109,0,0,0,2654054860760,0,23028661361,523824777857
위너스자산운용,0,0,0,0,0,0,0,-290995975,0,0,0,-1001107811,0,0,0,-1292103786,0,4796736,-7508582343
위드플러스자산운용,30962453710,0,0,0,0,0,0,0,0,0,0,1490693878,0,0,0,32453147588,0,171181,126959162
위베스트자산운용,0,0,0,0,0,0,0,0,125491788846,0,0,0,0,0,0,125491788846,0,504954122,125491788846
위솔자산운용,0,0,0,0,0,0,0,0,19780921978,0,0,10085679441,0,0,0,29866601419,0,16871221,-56987389221
위플러스자산운용,0,0,0,0,0,0,0,0,0,0,1480070399,100207066,0,0,0,1580277465,0,60174,12847530
유경피에스지자산운용,235105836641,64262415864,3437629405,0,0,75930516,0,18200392092,151656453639,0,0,197270550128,0,0,21960877842,691970086127,0,4127986508,32753600365
유나이티드파트너스자산운용,0,603873866,0,0,0,41643272305,0,0,507832937820,0,0,10245953547,0,0,0,560326037538,0,2092332090,93308503978
유니스토리자산운용,189733034007,33852168249,0,0,0,0,0,0,0,0,0,9029565376,0,0,0,232614767632,0,3199139996,104762972473
유니크자산운용,0,13352743767,0,0,0,0,0,0,0,0,0,5506923415,0,0,0,18859667182,0,219183155,-6398951794
유리자산운용,12113889103175,14654443172,557029838179,8244345762095,0,346910636834,0,351464719798,0,0,29077488,4841714978,0,0,0,21633165295719,0,175906977217,4579913960351
유진자산운용,421190276532,12517323575,221714831821,2403172599696,0,375194685831,1504789100474,131990623485,890226503123,0,451537484719,702311912723,0,0,0,7114645341979,0,3094362694,-1401198982222
유피자산운용,0,0,1181553984,0,0,0,0,0,0,0,0,5865757557,0,0,10820987236,17868298777,0,-13511281,-1071415187
으뜸자산운용,29340954308,0,0,0,0,0,0,0,0,0,0,44094784990,0,0,0,73435739298,0,31397818,-9652033760
이가자산운용,1419822948,0,0,0,0,0,0,0,9689293233,0,0,11105565395,0,0,0,22214681576,0,-31846023,-4100579546
이도자산운용,0,0,0,0,0,0,0,0,0,0,0,232000,0,0,0,232000,0,9,-727208490
이든자산운용,0,0,0,0,0,0,0,0,855920532545,0,0,2827778235,0,0,0,858748310780,0,12066562,-94579778157
이루자산운용,0,0,0,0,0,0,0,0,0,0,0,29671509414,0,0,0,29671509414,0,10953593,-3817257020
이룸자산운용,0,0,0,0,0,0,0,0,0,0,0,997739596,0,0,0,997739596,0,-168338,997739596
이스트우드자산운용,0,0,0,0,0,0,0,0,0,0,0,10162694294,0,0,0,10162694294,0,-419390,-108754043
이아이피자산운용,0,0,0,0,0,0,0,0,0,0,91465917403,41172461902,0,117123059432,0,249761438737,0,336937258,1280394502
이에이자산운용,0,0,0,0,0,0,0,0,0,0,0,7794899224,0,0,0,7794899224,0,-19721865,7794899224
이오스자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1719835046
이지스리얼에셋투자운용,0,0,0,0,0,0,0,0,0,0,90260931008,0,0,0,0,90260931008,0,9858020,-19775121387
이지스엑스자산운용,0,0,0,0,0,0,0,0,830703351627,0,0,0,0,0,0,830703351627,0,48618637,80764144136
이지스자산운용,23185758045,123038302245,109602495271,25456481963,0,87820984904,0,131583653172,29300014445127,0,1209738768226,1679802040064,0,0,0,32690242929017,0,35440727551,-455360115180
이현자산운용,10825391684,97347819361,1500525199,0,0,1557141989,0,0,0,0,0,2503252663,0,0,30393648282,144127779178,0,50327547,20341588473
이화자산운용,0,0,0,0,0,0,0,9205201951,685268661381,0,0,0,0,0,0,694473863332,0,96674630,-4725415072
인마크자산운용,0,0,0,0,0,0,0,0,1100572264781,0,14349592331,9682076886,0,0,0,1124603933998,0,6781193602,-24974183358
인벡스자산운용,15629659965,0,4592674232,0,0,14292199668,0,0,0,0,0,47780348067,0,0,0,82294881932,0,58903965,-17143841510
인사이트자산운용,0,0,0,0,0,0,0,0,0,0,0,376525196177,0,0,0,376525196177,0,1946418399,103480826037
인터레이스자산운용,0,0,13480100255,0,0,0,0,5272876130,0,0,0,136834192541,0,0,0,155587168926,0,453575992,28829972664
인트러스투자운용,0,11349194807,0,0,0,97119110051,0,0,99444116393,0,0,5803287690,0,0,0,213715708941,0,-5935155,103354731461
인프라프론티어자산운용,6150819348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6150819348,0,99617,-7894890
인피니티글로벌자산운용,0,7377425031,35178881091,0,0,0,0,0,0,0,0,131487806812,0,0,0,174044112934,0,193804043,3022018402
자비스자산운용,0,0,0,0,0,1178135106,0,0,0,0,1205676739,22295519946,0,0,0,24679331791,0,32735046,486137071
자산운용진,0,0,0,0,0,0,0,0,0,0,0,8782985584,0,0,0,8782985584,0,35297209,652905604
자산운용현,0,0,7694949289,0,0,0,0,0,0,0,0,10184167894,0,0,0,17879117183,0,-14748963,-3117970258
제니스자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제브라자산운용,0,0,867294165,0,0,0,0,0,0,0,0,21365826877,0,0,0,22233121042,0,-33154916,-2972369906
제이더블유자산운용,0,0,0,0,0,0,0,0,0,0,0,16925824387,0,0,0,16925824387,0,-19841346,-4140247432
제이드자산운용,0,0,0,0,0,0,0,0,0,0,0,128115744988,0,0,0,128115744988,0,141508836,31755858682
제이비자산운용,316353,0,14443799543,3425689054965,0,0,0,17269355592,832365894717,0,571110518373,189000371695,0,0,0,5049879311238,0,-40189725901,-845117062332
제이씨에셋자산운용,0,0,36619689103,0,0,0,0,0,0,0,0,78047964403,0,0,0,114667653506,0,194161237,-58311041017
제이알투자운용,0,0,0,0,0,0,0,0,1269211567128,0,0,0,0,0,0,1269211567128,0,4139937569,-15994037203
제이앤제이자산운용,0,0,0,0,0,0,0,0,0,0,0,1118845901,0,0,0,1118845901,0,842679,-6433267967
제이에이치자산운용,0,0,1455072098,0,0,0,0,0,0,0,0,66243967558,0,0,0,67699039656,0,136264710,16289144559
제이엠씨자산운용,0,0,0,0,0,0,0,0,0,0,0,5246366148,0,0,0,5246366148,0,-9530649,-1195979247
제이자산운용,0,0,0,0,0,0,0,0,0,0,0,6934165987,0,0,0,6934165987,0,-2950761,-190651225
제이커브자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34543013207
제이피에셋자산운용,0,8299783388,0,0,0,0,0,0,58003097896,0,0,10047096547,0,0,0,76349977831,0,-67042492,-6219365995
조인에셋글로벌자산운용,25604154246,2057754481,8468415500,0,0,9707432940,0,0,0,0,0,21596062793,0,0,0,67433819960,0,12124559,-4476995111
지니자산운용,0,1005761053,6512038095,0,0,0,0,0,0,0,0,27285287917,0,0,0,34803087065,0,1889557,-4718678354
지베스코자산운용,0,0,0,0,0,0,0,0,435706848661,0,0,39117721105,0,0,0,474824569766,0,58966918,199891008156
지브이에이자산운용,0,0,95345673785,0,0,0,0,434438081267,0,0,0,588072974294,0,0,0,1117856729346,0,1676751152,-26380516513
지안자산운용,25097442976,0,0,51887682080,0,0,0,0,0,0,0,43256270774,0,0,0,120241395830,0,510785414,-3333603855
지알이파트너스자산운용,0,0,0,0,0,0,0,0,64200159811,0,0,0,0,0,0,64200159811,0,-1129054889,-63972310788
지지자산운용,0,22376457079,6158378838,49383665980,0,0,0,0,65773944151,0,0,0,0,0,0,143692446048,0,-1013245167,-14164414197
차파트너스자산운용,15784724217,0,695407281,0,0,0,0,0,0,0,0,60284620514,0,222585830000,10691052518,310041634530,0,722921241,54243400401
카디안자산운용,6470968642279,312406325991,469887277820,1243359789924,0,936318584460,260847972324,52964695522,25368681566,0,13498545841,11958177455,0,0,0,9797578693182,0,72964498321,-79424585692
칸서스자산운용,409899557026,150061891,134417711650,607816898551,0,138754229707,0,100216627916,847357691079,0,3106453401974,14392499995,0,100158700074,0,5459617379863,0,21110859415,-1607352331619
칼론인베스트먼트자산운용,0,12865488523,0,0,0,0,0,0,238554500111,0,0,1997108838,0,0,0,253417097472,0,-24814410,14800908378
캐피탈랜드투자운용,0,0,0,0,0,0,0,0,1621317768369,0,0,0,0,0,0,1621317768369,0,-412699842,282017838433
캡스톤자산운용,0,0,0,0,0,2887919681,0,0,5635572691861,0,527929284921,1055109018795,0,0,0,7221498915258,0,9555527546,658505620757
케이디자산운용,0,0,0,0,0,0,0,0,0,0,0,22143139601,0,0,0,22143139601,0,35905765,22143139601
케이리츠투자운용,0,0,0,0,0,0,0,0,242276955507,0,0,5075072439,0,0,0,247352027946,0,26336822,2133614070
케이비자산운용,51676738971640,597521964199,8400300978521,65117047936730,0,11489251085259,22208195480693,8837368682573,9647537819078,0,24846889800912,4228572446791,0,672948357100,0,207722373523496,0,1282231465932,32643534373274
케이씨지아이대체투자운용,0,2017681085,0,0,0,0,0,0,179182196903,0,0,10008338,0,0,0,181209886326,0,122337512,-2250584327
케이씨지아이자산운용,2658498873493,164326977729,495744337513,400833113873,0,1653228018638,0,7307953542,8986396657,0,190559413956,100669117571,0,0,0,5680154202972,0,13936228221,1329652235343
케이에스디자산운용,0,0,0,0,0,0,0,0,0,0,0,5134937274,0,0,0,5134937274,0,2098000,226257574
케이에스에프자산운용,0,0,0,30310235460,0,0,0,0,0,0,508686034841,11982712558,0,0,0,550978982859,0,3500807342,3993404138
케이에스자산운용,0,0,11449327078,0,4919879300,0,0,0,134019535255,0,0,0,0,0,0,150388741633,0,88408071,82120443559
케이와이자산운용,0,0,0,0,0,0,0,0,-1304814842,0,0,61823598790,0,0,0,60518783948,0,-5958190,-6663918771
케이원자산운용,163776439746,0,0,0,0,0,0,0,0,0,0,18289300653,0,0,0,182065740399,0,1797114450,-1293125249
케이지티자산운용,0,19815921474,0,0,0,0,0,0,0,0,0,38880448829,0,0,0,58696370303,0,21682332,19174953106
케이클라비스자산운용,592835804,0,57503321226,0,0,1494188946,0,0,820126251183,0,0,80981307245,0,0,0,960697904404,0,-375044868,7857750784
케이티투자운용,0,0,0,0,0,0,0,0,452736018440,0,0,0,0,0,0,452736018440,0,-39545048,-32174686381
케이펙스자산운용,0,0,0,0,0,0,0,0,207310205804,0,0,9997620990,0,0,0,217307826794,0,13993728276,70720937357
케이프리덤자산운용,73554200516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73554200516,0,194306841,32948071820
케이피자산운용,0,7572490046,61415420365,0,0,0,0,0,0,0,0,0,0,0,0,68987910411,0,135169287,7572490046
케이핀자산운용,0,0,18259005713,0,0,0,0,0,0,0,0,4062250063,0,0,0,22321255776,0,-806251,-52178746287
케펠자산운용,0,0,0,0,0,4914918314,0,0,908947361454,0,0,0,0,0,0,913862279768,0,-83645559,-38251564826
케플러자산운용,2141059996,0,1243807412,0,0,0,0,0,111570303608,0,0,2472074223,0,0,0,117427245239,0,-3898351,62836684599
켄달스퀘어자산운용,0,0,0,0,0,0,0,0,4671767803062,0,0,0,0,0,0,4671767803062,0,197549411,-26379097017
코너스톤자산운용,0,13358244797,0,29657609,0,0,0,0,0,0,0,15290614206,0,0,0,28678516612,0,21998453,-11398216004
코람코자산운용,10711832603,3610054454,63907071526,0,0,0,0,0,6831938557561,0,162124788415,1213970623473,0,0,0,8286262928032,0,10642865549,56314842712
코레이트자산운용,21163674706,1020260755,385060508297,2114907217223,0,27620424686,0,5271828723,840087161164,0,47926870255,1030343571923,0,0,0,4473401517732,0,22792572187,233390238593
코르사자산운용,0,0,0,0,0,0,0,0,0,0,0,256658290145,0,0,15818713590,272477003735,0,31360949024,131335167954
코리아자산운용,0,0,0,0,0,0,0,0,100368242,0,0,141160298718,0,0,0,141260666960,0,-474047068,26589585199
코어자산운용,0,0,34686765008,0,0,0,0,0,0,0,0,27085430018,0,0,16887579510,78659774536,0,890588113,-33250977298
쿼드자산운용,4290414211295,0,45942824343,0,0,0,0,15453741503,0,0,21251499671,134851453743,0,53500000000,0,4561413730555,0,47793293284,1066476643245
쿼터백자산운용,80210992311,4514323787,0,0,0,0,0,0,0,0,0,58180122730,0,0,0,142905438828,0,-322587520,-59912111006
퀀트인자산운용,0,0,9075579147,0,0,0,0,0,0,0,0,8081275961,0,0,0,17156855108,0,2025267,-1467013768
퀸즈가드자산운용,0,21939429366,26576428929,0,0,0,0,2107425017,0,0,0,62979203283,0,0,0,113602486595,0,75611973,7521407770
큐브인더스트리얼자산운용,0,0,0,0,0,0,0,0,297393547072,0,0,0,0,0,0,297393547072,0,22569108,46668778544
크레스톤자산운용,0,0,0,0,0,0,0,0,0,0,0,62087993884,0,0,0,62087993884,0,-1609656,11023746768
크로스자산운용,0,0,0,0,0,0,0,0,0,0,0,993629985,0,0,0,993629985,0,4886416,-2342705868
크로톤자산운용,0,0,0,0,0,0,0,0,0,0,0,84497244618,0,0,0,84497244618,0,-229572638,21084660013
크리에이트자산운용,0,0,0,0,0,0,0,0,1101651600426,0,59151229645,0,0,0,0,1160802830071,0,-161982263,20645716988
키움투자자산운용,19483599675284,39603465945,569450105665,14987735908650,0,12004173026219,12286784488507,1721897100516,5420748603705,0,2951570564940,1102154002486,0,65694275111,0,70633411217028,0,1162064444153,4847418779153
키웨스트글로벌자산운용,0,0,0,6041760747,0,3200308748,0,15120357209,1786399894,0,0,45273024172,0,0,0,71421850770,0,70649762,221335300
키플렉스자산운용,2988954737,0,0,287389523826,0,0,0,0,0,0,0,30051984003,0,0,0,320430462566,0,1944896980,317430876673
타이거대체투자운용,0,0,0,0,0,0,0,0,2964710834757,0,2389023002141,133977518379,0,0,0,5487711355277,0,-13498401645,497105969927
타이거자산운용투자일임,0,0,56522188443,0,0,0,0,1273509362442,0,0,0,2522192838865,0,0,0,3852224389750,0,27260935734,1455010076985
타임폴리오자산운용,7350220356973,82801777416,554301727746,0,0,1172528794335,0,191742116513,0,0,0,4427258933322,0,0,0,13778853706305,0,16051250414,6976974064694
태성자산운용,0,84319977217,0,0,0,0,0,0,79562456397,0,0,132185372008,0,0,0,296067805622,0,360147129,3053924397
테라자산운용,0,0,863820893,0,0,0,0,0,0,0,0,7447062594,0,0,0,8310883487,0,8090554,-5598847376
텐세그리티자산운용,0,0,0,0,0,0,0,0,62573695854,0,0,37859158099,0,0,0,100432853953,0,14510577,48341350954
템플턴하나자산운용,0,0,0,0,0,118683079057,0,0,0,0,2835742249878,0,0,0,0,2954425328935,0,651463488,65504569294
토러스자산운용,4202070489646,0,0,0,0,0,0,0,0,0,0,270327740075,0,0,286000000,4472684229721,0,58509742472,2139101218086
토마토자산운용,0,0,0,0,0,0,0,0,0,0,0,2541594301,0,0,0,2541594301,0,-25680,1649287266
토브자산운용,0,0,0,0,0,0,0,0,0,0,0,55253162989,0,0,0,55253162989,0,311192474,-34669485889
토터스자산운용,0,0,0,0,0,0,0,0,0,0,0,71350924117,0,0,0,71350924117,0,-235667563,21292230259
토포앤코코리아자산운용,0,427723552095,20342989034,0,0,215014481972,0,0,0,0,0,240124243186,0,0,0,903205266287,0,5925054137,20057164041
트라움자산운용,29593903558,0,0,16479766796,0,0,0,0,0,0,0,53095241475,0,0,0,99168911829,0,441242835,-5741682461
트러스타자산운용,0,0,0,0,0,13888965140,0,0,0,0,0,64355216653,0,0,0,78244181793,0,59026806,-3499843212
트러스톤자산운용,19578770895381,271091721786,214671783905,689921271212,0,37752790215,0,182756170966,62701111409,0,4991491227662,184399419109,0,0,0,26213556391645,0,309293513654,6520858788026
트레스자산운용,0,0,129285838,19722734999,0,0,0,0,0,0,0,37822320387,0,0,0,57674341224,0,11736646,4158434424
티아이자산운용,2225300948,0,5173860221,0,0,0,0,0,0,0,0,7357914903,0,0,50022400561,64779476633,0,87296849,-24351755575
티엘자산운용,608257475,6988870069,7088427637,0,0,0,0,0,0,0,0,10416051642,0,0,0,25101606823,0,76052729,-9829467147
파레토자산운용,22164661377,0,0,0,0,0,0,0,0,0,0,3473660444,0,0,0,25638321821,0,289982810,-20777253095
파로스자산운용,1959173052,33706795454,78412805058,0,0,0,0,0,0,0,0,40173933350,0,0,0,154252706914,0,-383869156,19740052537
파이브트리자산운용,7101668568,0,2022762310,0,0,0,0,0,0,0,0,38325355306,0,0,0,47449786184,0,-4309465,4027933652
파이어스톤자산운용,0,0,0,0,0,0,0,0,0,0,0,16985649176,0,0,0,16985649176,0,135693325,780415292
파인밸류자산운용,0,133998440714,47324967101,0,0,0,0,0,0,0,0,97233367420,0,0,0,278556775235,0,355019356,-89263226328
파인스트리트자산운용,0,0,0,0,0,4132869615004,0,0,229960701647,0,5610999440602,0,0,0,0,9973829757253,0,52539109366,976812720670
파인앤파트너스자산운용,0,0,0,0,0,18412489503,0,0,145485644731,0,0,3917841967,0,0,0,167815976201,0,25574112,11420860762
파인트리자산운용,0,0,0,0,0,0,0,0,1441568791052,0,0,1345611000819,0,547957711888,0,3335137503759,0,5983797461,-301934021808
퍼시픽브릿지자산운용,0,19497257065,0,8488297721,0,8992040132,0,0,0,0,0,21361907794,0,0,0,58339502712,0,215610525,-2999989941
퍼시픽자산운용,5001892241,0,0,5890324012,0,61273850974,0,0,4617218102998,0,0,37155912070,0,0,0,4726540082295,0,770712275,628211131938
페블스톤자산운용,0,0,0,0,0,0,0,0,1425439217863,0,0,0,0,0,0,1425439217863,0,35272658,95653028847
페블즈자산운용,0,0,0,0,0,580220922,0,0,0,0,11716470837,71111107021,0,0,0,83407798780,0,5495491,497835531
페어웨이자산운용,10090738986,1435988121,22127598557,0,0,0,0,0,0,0,0,10056112184,0,0,0,43710437848,0,-1605417,-6051915962
페트라빌자산운용,0,0,0,0,0,0,0,0,210759054840,0,0,1356708378,0,0,0,212115763218,0,21023827,113152982869
페트라자산운용,843688040183,0,0,0,0,0,0,6208994783,0,0,0,23785022145,0,0,0,873682057111,0,19718205697,443924754459
포도자산운용,0,11741659017,0,0,0,0,0,0,0,0,0,0,0,0,0,11741659017,0,113578594,-10689971326
포레스트자산운용,87876301505,0,0,0,0,0,0,5800821390,0,0,0,15374630691,0,0,0,109051753586,0,160614127,-418589748
포렉스자산운용,0,0,1018693960,0,0,0,0,0,0,0,0,4138193578,0,0,0,5156887538,0,-4799283,-798997427
포스트자산운용,24008489891,0,0,0,0,0,0,0,147656163386,0,15355877646,138763587950,0,0,0,325784118873,0,-133932019,138611319650
포어모스트자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2871593524,-6029647615
포커스자산운용,0,19302485134,0,0,0,0,0,0,0,0,0,162008893665,0,0,0,181311378799,0,-92149009,-123917091819
포트코리아자산운용,0,0,0,0,0,0,0,128684606674,21684910035,0,0,129217945541,0,0,0,279587462250,0,264099592,-103822491563
폴라리스자산운용,0,0,0,0,0,0,0,0,0,0,0,942948,0,0,0,942948,0,38,-18960682
푸른파트너스자산운용,0,49409875956,26290014273,0,0,13341051129,0,0,27337128862,0,0,412672295974,0,0,0,529050366194,0,-206880222,-5210666066
프라임자산운용,14526740723,18492709982,0,0,0,0,0,0,0,0,0,58482600655,0,0,47446456000,138948507360,0,663520381,-197997817
프라핏자산운용,49313942977,27332504095,34090579058,0,0,11786210647,0,0,0,0,0,13499484886,0,0,0,136022721663,0,11291496,-3949296414
프레스토자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61728521909
플랫폼파트너스자산운용,16770595110,3342465215,7635427365,0,0,153249550990,0,0,0,0,1213097695839,151432849639,0,0,0,1545528584158,0,2431690603,-68652986420
플러스자산운용,45459552489,39863090469,197413009013,864392480779,0,0,10959564404716,8590811507,134134645431,0,10139701540,0,0,0,0,12259557695944,0,47827529785,5964400732881
피나클자산운용,0,0,0,0,0,0,0,0,113860089227,0,0,15214153648,0,0,0,129074242875,0,19124876,58113034064
피데스자산운용,1088199893660,0,0,0,0,5896628469,0,0,0,0,82840666467,105507364223,0,0,0,1282444552819,0,16961134249,-31938406876
피델리티자산운용,197181558778,0,0,0,0,7131533619438,0,0,0,0,0,0,0,0,0,7328715178216,0,-28417289566,-734905239495
피보나치자산운용,0,13320809228,5101103497,0,0,14007029088,0,0,0,0,0,139702196191,0,0,0,172131138004,0,737770512,40343627877
피아이에이자산운용,0,0,0,0,761958898,4363271193,0,0,347864537340,0,4465357759,2215919431,0,0,0,359671044621,0,338724298,-46280147766
피앤케이자산운용,0,10693197171,0,0,0,0,0,0,-3865438650,0,0,10329756221,0,0,0,17157514742,0,-8040503,-17288015653
피에스자산운용,30653000000,0,0,8449804830,0,0,0,0,0,0,0,1096218905,0,0,0,40199023735,0,-174431770,7530435446
피에이씨엠자산운용,0,0,37538643171,0,0,0,0,0,85260467924,0,0,10127733919,0,0,0,132926845014,0,47617927,78731379201
피티알자산운용,92472011147,1860172537,36440682110,0,0,365476032,0,1142043758,0,0,0,94558060115,0,0,0,226838445699,0,1144274630,73018508746
하나대체투자자산운용,0,0,0,0,0,0,0,20855830581,7276105017279,0,4710447712666,31161750063,0,418391836962,0,12456962147551,0,24366868717,244580276605
하나자산운용,7108550285332,528175739072,1541063525356,7199962596201,0,4698108160753,21021360725233,356655561284,39265352709,0,59611329408,196090139240,0,0,0,42748843414588,0,1517239382491,6129499560161
하베스트자산운용,0,0,0,0,0,0,0,0,0,0,0,9769124013,0,0,0,9769124013,0,-1750060,231990264
하우자산운용,0,51215338678,64110370755,0,0,47903218191,0,0,35953165874,0,0,42293603888,0,0,0,241475697386,0,164008527,-10392097039
하이즈에셋자산운용,0,0,0,19420284051,0,0,0,0,0,0,0,32426714264,0,0,0,51846998315,0,-60245634,-1456364426
한강에셋자산운용,0,0,0,0,0,18181584906,0,0,388543757956,0,1513590974398,313733427,0,0,0,1920630050687,0,332259024,142224848574
한국교통자산운용,0,0,0,0,0,0,0,0,0,0,839779815055,0,0,0,0,839779815055,0,2086324459,-18961670537
한국대성자산운용,381330712,0,0,0,0,0,0,0,0,0,0,1277536524,0,0,0,1658867236,0,7686256,-5698251868
한국대안투자자산운용,34628713891,18200253402,0,0,0,0,0,0,69073856801,0,109998405,25712216727,0,0,0,147725039226,0,88018657,34550885704
한국대체투자자산운용,0,71115383639,0,0,0,0,0,0,284172371348,0,0,6676806830,0,0,0,361964561817,0,303666539,22941452501
한국성장금융투자운용,0,2404514859008,0,0,0,0,0,0,0,0,0,5674752515762,0,0,0,8079267374770,0,28908895146,563038981886
한국채권투자운용,0,11669166253,11633058923,566943870837,0,0,0,0,0,0,0,1424585832,0,0,0,591670681845,0,-16726891398,-180382604851
한국투자리얼에셋운용,0,0,0,0,0,81763299399,0,530333548482,2577999214369,0,1388227884760,3892475106831,0,0,0,8470799053841,0,13274105235,282147129117
한국투자밸류자산운용,4997436532474,84186152020,1244574731366,40309575240,0,549928616361,0,0,0,0,0,992516811132,0,0,0,7908952418593,0,74049597392,1790973080153
한국투자신탁운용,53783680899993,1790931045544,3114382619880,26251244677739,0,13142515469500,11107543272434,3503473335589,19869693584,0,3989955748131,8113697007298,0,0,0,124817293769692,0,1044002185025,23358493296091
