회사명,주식,혼합주식,혼합채권,채권,투자계약,재간접,단기금융,파생형,부동산,실물,특별자산,혼합자산,기업성장,기관전용 사모펀드,투자일임기타,합계,위탁운용,전일대비,전년대비
디더블유에스자산운용,0,1770668537,1524084117,4512777591172,0,555491896603,0,0,362578730908,0,0,0,0,0,0,5434142971337,0,-1595377765,-371889769368
디블록자산운용,0,0,0,0,0,0,0,0,0,0,0,1961689274,0,0,0,1961689274,0,0,32201785
디비아이자산운용,0,0,0,0,0,0,0,0,0,0,0,11853242007,0,0,0,11853242007,0,0,10102160759
디비자산운용,1281127495052,23153029554,238601020107,29660796200632,0,248869622138,4567049058173,589333193716,86121713236,0,1017039173435,23761561712311,0,0,0,61473652218354,0,124915858636,3635401922873
디스커버리자산운용,0,0,0,0,0,0,0,0,0,0,0,117101705901,0,0,0,117101705901,0,0,0
디에스자산운용,1004582621921,36713679662,36833131043,19597711019,0,0,0,0,0,0,0,1822998043287,0,0,0,2920725186932,0,1124643881,1405627255426
디에이치지자산운용,0,0,0,0,0,0,0,0,0,0,0,5173093954,0,0,0,5173093954,0,0,-356501578
디오션자산운용,0,30500000000,0,0,0,0,0,0,0,0,0,7712725405,0,0,0,38212725405,0,0,2155291817
디와이자산운용,0,0,0,0,0,0,0,0,0,0,0,84738771329,0,0,0,84738771329,0,0,0
디파인자산운용,0,36547392428,12003906408,30000000000,0,0,0,0,20000000000,0,0,11169756759,0,0,0,109721055595,0,0,55805537316
라살자산운용,0,0,0,0,0,109549996759,0,0,958652038659,0,0,0,0,0,0,1068202035418,0,0,-44272997547
라온자산운용,0,0,0,0,0,0,0,0,0,0,0,155237610,0,0,0,155237610,0,0,-3453429232
라이노스자산운용,7754005510,0,181857301403,3027196839,0,29386292339,0,0,0,0,0,23635649597,0,0,0,245660445688,0,0,-40378259902
라이언자산운용,118287953811,36537877755,28650609938,26370180000,0,0,0,5712545463,36992072632,0,1563000000,19952424823,0,0,0,274066664422,0,0,-56759271856
라이크자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
라이프자산운용,770706373580,88448911193,223222262130,0,0,0,0,35079256983,0,0,0,2993683023965,0,0,0,4111139827851,0,23913371319,1822418058327
라쿤자산운용,0,0,0,0,0,0,0,52485350899,0,0,0,43213871647,0,0,0,95699222546,0,0,25164528483
람다자산운용,0,0,4931913359,0,0,9326063442,0,0,0,0,0,14009997075,0,0,0,28267973876,0,0,-15715931869
레이크자산운용,0,29294419016,61277470485,0,0,20266095,0,0,0,0,0,30518423507,0,0,0,121110579103,0,0,33837275782
레인메이커자산운용,0,0,0,0,0,0,0,0,0,0,0,307048485344,0,0,0,307048485344,0,-155505544,121780937667
로렌스투자자산운용,0,0,0,0,0,0,0,0,0,0,0,5156884306,0,0,0,5156884306,0,0,856884306
로만자산운용,30000000000,21995890874,4410549090,0,0,0,0,0,0,0,0,30024332531,0,0,0,86430772495,0,-10500000,5620410890
로버스트자산운용,41596029538,0,0,0,0,0,0,101278061880,0,0,0,83640834919,0,0,0,226514926337,0,0,28055083379
루트엔글로벌자산운용,15682544853,41187632922,6845957524,0,0,310591375,0,3750439649,0,0,0,0,0,0,0,67777166323,0,0,3157542826
르네상스자산운용,267028801618,53030866078,0,0,0,0,0,0,0,0,0,55242853339,0,0,0,375302521035,0,515872683,120210016920
르퓨쳐자산운용,0,0,0,0,0,0,0,0,0,0,0,56041649000,0,0,0,56041649000,0,0,19134840917
리딩자산운용,0,18537667124,0,5500000000,0,0,0,0,196464242120,0,0,68137544105,0,0,0,288639453349,0,0,14990408099
리버스톤자산운용,982815916,3041930313,0,0,0,0,0,0,0,0,0,14130524527,0,0,0,18155270756,0,0,-3892107290
리운자산운용,162464288585,75663580283,6304921880,0,0,0,0,0,0,0,0,8839579781,0,0,0,253272370529,0,0,31149165484
리치먼드자산운용,0,0,0,0,0,9347845013,0,0,160509570987,0,0,0,0,0,0,169857416000,0,0,-264362832
리치자산운용,0,0,3239567271,0,0,0,0,0,0,0,0,12988162335,0,0,0,16227729606,0,0,1428840436
리커버리자산운용,0,0,0,9149687968,0,0,0,98057281,0,0,0,792416479,0,0,0,10040161728,0,0,-13703836869
리코자산운용,0,0,47510544418,0,0,0,0,0,0,0,0,75175848025,0,0,0,122686392443,0,0,-42065118650
리판자산운용,0,0,0,0,0,0,0,0,70470057000,0,0,3079733552,0,0,0,73549790552,0,103280179,28591807459
린드먼파트너스자산운용,0,0,0,0,0,0,0,0,0,0,474646730150,0,0,0,0,474646730150,0,0,-370272796232
릴라이언자산운용,72552608164,3130689015,2166151476,0,0,0,0,0,11910000000,0,0,19670309596,0,0,0,109429758251,0,0,52478573870
릿지자산운용,0,0,0,0,0,0,0,0,0,0,0,1600208110,0,0,0,1600208110,0,0,1600208110
마르스자산운용,42496504416,0,2400000000,0,0,2525933438,0,0,0,0,0,11153065635,0,0,0,58575503489,0,0,34342660667
마스터자산운용,31740409474,63794745248,0,0,0,0,0,0,0,0,0,58620820907,0,0,0,154155975629,0,0,42355105692
마스턴투자운용,3440428961,0,0,0,0,0,0,0,8271999948876,0,187977825558,12845112229,0,0,0,8476263315624,0,0,129933454744
마스트파트너스자산운용,0,0,0,0,0,0,0,0,0,0,0,4759970991,0,0,0,4759970991,0,0,-15482156266
마시펜아시아자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4865670831
마에스트로자산운용,0,0,0,0,0,0,0,0,5738916267,0,0,5942268638,0,0,0,11681184905,0,0,-4018238916
마운틴자산운용,78298622865,0,0,0,0,0,0,0,0,0,0,39815531592,0,0,0,118114154457,0,-29686833,81879114106
마이다스에셋자산운용,5166923253984,56840428007,540942746330,14050588373546,0,1870218035182,0,49199238831,528440263038,0,0,944606902143,0,0,0,23207759241061,0,46218225825,4410894706145
마인드자산운용,0,0,0,0,0,0,0,0,0,0,0,584136218,0,0,0,584136218,0,0,-5044863736
마일스톤자산운용,0,14806072892,29105609088,0,0,13888484824,0,335562070225,250952703696,0,0,138015801275,0,0,0,782330742000,0,907881089,107948666622
마제스티자산운용,30000000000,0,14473901829,0,0,0,0,0,0,0,0,15153160931,0,0,0,59627062760,0,0,5866981110
마크자산운용,159243216820,0,70110311217,0,0,71572712276,0,1138613862,5400000000,0,0,88608811407,0,0,0,396073665582,0,35000000,220896769594
맥쿼리자산운용,0,0,0,0,0,0,0,0,102152786223,0,4349506273418,600000000,0,0,0,4452259059641,0,0,1110257919
머스트자산운용,0,0,0,0,0,216793849844,0,0,0,0,0,1526885625224,0,0,0,1743679475068,0,-78481346,436102942861
머치앤모어자산운용,0,948103796,0,0,0,0,0,0,0,0,70997915008,220000000,0,0,0,72166018804,0,0,70186018804
머큐리자산운용,0,1431141999,0,0,0,0,0,0,20000000000,0,0,3906046731,0,0,0,25337188730,0,0,-589814577
메리디안원자산운용,0,0,0,0,0,0,0,0,0,0,0,194012587535,0,0,0,194012587535,0,29667963,28482175552
메리츠대체투자운용,0,0,0,0,0,0,0,0,4680304813754,0,235666986843,0,0,0,0,4915971800597,0,0,724025063842
메이븐자산운용,0,0,0,0,0,0,0,0,0,0,0,3014650893,0,0,0,3014650893,0,0,-1774696702
메이어스자산운용,0,600000000,0,0,0,0,0,0,0,0,0,7765503254,0,0,0,8365503254,0,0,780634735
메자닌플러스자산운용,0,0,0,0,0,0,0,0,0,0,0,8957607991,0,0,20180000000,29137607991,0,0,18264248951
메테우스자산운용,0,0,81572514043,20031000000,0,1700000000,0,0,490591555785,0,0,48222783228,0,0,0,642117853056,0,0,103316491401
멜론자산운용,0,3207345669,20000000000,0,0,0,0,0,188567806404,0,0,6457115967,0,0,0,218232268040,0,0,-13629057884
모다자산운용,0,0,0,0,0,0,0,0,0,0,0,450091668,0,0,0,450091668,0,0,0
모루자산운용,0,0,0,0,0,0,0,0,0,0,0,56599882425,0,0,0,56599882425,0,0,3183928093
모비딕자산운용,0,37057407276,8100000000,0,0,0,0,0,5100000000,0,0,35074377595,0,0,0,85331784871,0,0,32528741984
모트자산운용,0,0,8371525457,0,0,0,0,0,0,0,0,50030834656,0,0,0,58402360113,0,0,11089899667
모티브자산운용,0,0,0,0,0,0,0,0,0,0,0,71570148405,0,0,0,71570148405,0,0,17857835388
미래에셋자산운용,118678935574207,3984637531347,5103179331363,41315369251950,0,60508642220381,9251886777747,24463790100381,11039098115220,0,11835380390538,9411874137424,0,816705862889,0,296409499293447,0,1581307226906,65073957670657
바로자산운용,0,0,0,0,0,23358051046,0,0,526989411792,0,0,131318333873,0,0,0,681665796711,0,0,-949664980
바스티언자산운용,9532651124,0,0,0,0,11360575572,0,0,51492419046,0,0,31870831362,0,0,0,104256477104,0,0,14696378006
밸류시스템자산운용,373359604614,51113340288,0,0,0,11681249000,0,0,0,0,0,249154452758,0,0,0,685308646660,0,-346369374,272802973886
밸류파트너스자산운용,32206516016,5505724937,5039745950,0,0,0,0,0,0,0,0,14045804078,0,0,0,56797790981,0,0,7925430057
베네투스자산운용,1782263537,0,0,19212733347,0,0,0,0,0,0,0,65336425673,0,0,0,86331422557,0,0,4236615519
베스타스자산운용,0,0,0,0,0,0,0,0,5199988382927,0,176003795628,0,0,0,0,5375992178555,0,0,419964267503
베스턴자산운용,0,0,0,0,0,0,0,0,124041000000,0,0,0,0,0,0,124041000000,0,0,124041000000
베아투스자산운용,0,0,0,0,0,0,0,0,0,0,0,18695218916,0,0,0,18695218916,0,0,3643696339
베어링자산운용,5562830359906,13985328467,60312439505,3734239004855,0,1072424030081,0,0,0,0,320792642161,0,0,0,0,10764583804975,0,82926868,63758020058
벤코어인베스트먼츠자산운용,0,0,0,0,0,0,0,0,0,0,9284173463,10000000000,0,0,0,19284173463,0,0,-9485501271
벨에포크자산운용,0,0,0,0,0,0,0,0,0,0,0,38029172456,0,0,0,38029172456,0,0,-31217281262
보고펀드자산운용,0,13142345943,67722069792,0,0,3057634099980,0,0,3985413937675,0,5224800399161,680375048524,0,0,0,13029087901075,0,1633214410,995835250771
볼트자산운용,22400000000,0,0,0,0,0,0,0,193000000000,0,280790553634,12963757902,0,0,0,509154311536,0,0,39202563370
브라이트자산운용,0,50686258037,2882046407,0,0,0,0,0,0,0,0,47682066149,0,0,0,101250370593,0,0,-848493134
브라이튼자산운용,0,0,0,0,0,0,0,0,179021319237,0,0,0,0,0,0,179021319237,0,0,44000000000
브레인자산운용,0,66054464746,0,0,0,0,0,0,0,0,0,446738791017,0,79967976240,34559781068,627321013071,0,-66995300,5181614631
브로드하이자산운용,155481654,0,7634556048,0,0,0,0,0,0,0,0,30807029444,0,0,0,38597067146,0,0,2212721591
브룩필드자산운용코리아,0,0,0,0,0,0,0,0,1240112666000,0,0,0,0,0,0,1240112666000,0,0,660781454000
브이아이자산운용,2553025797945,70478248952,145462150955,4625813832112,0,316380081344,5461223896084,531118574005,535207817989,0,574864316288,718837750283,0,0,0,15532412465957,0,25752250600,4097555153045
브이아이피자산운용,3374586034624,520196937086,61319905946,0,0,0,0,0,0,0,0,406706388968,0,0,0,4362809266624,0,-5038790970,-222617501612
브이앤에스자산운용,385177960988,1375607773,0,0,0,0,0,3378395675,0,0,0,133516055434,0,0,0,523448019870,0,496603,-2510313523
브이엠자산운용,0,0,144145272409,0,0,0,0,0,0,0,0,107233906258,0,0,0,251379178667,0,0,-36368392694
브이자산운용,214816471569,2818318382,11498154935,2546540449,0,1741600948,193451969311,81644702221,33035714337,0,420310349943,42793573254,0,0,0,1004657395349,0,957701095,41037949015
블래쉬자산운용,7218045964,114845583120,3262431784,0,0,0,0,0,0,0,0,164176629715,0,0,0,289502690583,0,-261836288,130417347472
블랙록자산운용,0,0,0,0,0,188983982925,0,0,0,0,0,0,0,0,0,188983982925,0,0,-83147811837
블랙보드자산운용,81677132000,0,0,0,0,31322600217,0,59803366075,45255149350,0,0,23510179961,0,9001000000,0,250569427603,0,24450681,135151346977
블랙펄자산운용,21288314540,0,0,0,0,9719080654,0,0,0,0,0,31400395220,0,0,0,62407790414,0,0,10282980587
블루코브자산운용,0,0,0,0,0,21585250886,0,0,348992684799,0,0,0,0,0,0,370577935685,0,0,55915843450
블리츠자산운용,6293347346,0,16187033248,0,0,0,0,0,94674601627,0,0,311500963332,0,0,39448433848,468104379401,0,0,152650543759
비앤아이자산운용,30854338000,0,0,0,0,0,0,0,0,0,0,61905766151,0,0,0,92760104151,0,0,14835061054
비엔비자산운용,0,129607050648,0,0,0,0,0,0,0,0,0,93099899530,0,0,0,222706950178,0,0,86427247826
비엔케이자산운용,1117603596429,16018440596,155686836460,4109829655015,0,70448055242,4175846154556,103887849251,392490911280,0,0,188478907422,0,0,122532231434,10452822637685,0,64662739862,225497729687
비욘드자산운용,0,0,2612547476,0,0,5752581264,0,0,42514512997,0,0,19206276330,0,0,0,70085918067,0,0,-10346609
비전자산운용,4304440019,0,25774012597,62949742131,0,60150833678,0,0,0,0,0,153190676664,0,0,0,306369705089,0,114684160,63756710893
비케이피엘자산운용,0,0,459358895,0,0,557614470443,0,0,0,0,223558127489,23794528482,0,0,0,805426485309,0,0,346984473
비피자산운용,0,0,0,0,0,0,0,0,78004140887,0,0,10000000000,0,0,0,88004140887,0,0,-21759832286
빌리언폴드자산운용,0,50000000000,0,0,0,0,0,0,41600000000,0,0,2201662584534,0,0,0,2293262584534,0,55358675514,1826017174462
사람사점영자산운용,66503751264,8034761668,165018559261,0,0,0,0,6486971966,0,0,0,69835409165,0,0,0,315879453324,0,-48720,5334406493
사우스피크자산운용,0,0,0,15000000000,0,0,0,0,0,0,0,0,0,0,0,15000000000,0,0,-4957216862
산은인프라자산운용,0,0,20010000000,0,0,0,0,0,174303194970,0,15861943621276,731783940407,0,0,0,16788040756653,0,5276334267,643301049657
삼성액티브자산운용,17397810357463,19040439852,140509236363,0,0,52780328904,0,0,0,0,0,37556650259,0,0,0,17647697012841,693400000000,224199750211,5974406799881
삼성에스알에이자산운용,0,0,0,0,0,0,0,0,21921809006769,0,0,0,0,0,0,21921809006769,0,301725373501,1280190713413
삼성자산운용,119475833653271,1362477397573,8232897506008,199396202874036,0,93898421577286,29426490936012,54086042645899,550945502897,0,15676795501170,3849137154799,0,0,0,525955244748951,0,3931659017823,97992182266325
삼성헤지자산운용,0,0,0,0,0,0,0,31786667116,0,0,0,100342961370,0,0,0,132129628486,0,0,0
삼천리자산운용,0,0,0,0,0,0,0,0,3000000000,0,1692509717043,0,0,0,0,1695509717043,0,0,7742084458
새봄자산운용,0,0,0,0,0,0,0,0,0,0,0,13424238071,0,0,0,13424238071,0,0,3056038624
샘자산운용,0,0,0,0,0,0,0,0,0,0,0,10759278836,0,0,0,10759278836,0,0,-8919842866
서울에셋매니지먼트,0,10000000000,23133700669,0,0,0,0,0,0,0,0,89307856808,0,0,0,122441557477,0,0,22117896838
서울투자자산운용,0,0,0,0,0,0,0,0,0,0,0,72153508512,0,0,0,72153508512,0,2887447539,72153508512
서진자산운용,21000000000,0,0,0,0,0,0,0,0,0,0,16002394600,0,0,0,37002394600,0,0,4036221623
선스피어자산운용,0,0,11673900372,0,0,0,0,0,0,0,4686718298,23091255841,0,0,0,39451874511,0,0,12720113379
센터피스자산운용,0,0,0,0,0,0,0,0,53410000000,0,0,0,0,0,0,53410000000,0,0,-213989646
센트로이드에셋매니지먼트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1023379361
셀레니언자산운용,0,0,0,0,0,0,0,0,0,0,0,28740379682,0,0,0,28740379682,0,0,-2529133740
셀티스자산운용,0,0,2079425680,0,0,0,0,0,0,0,0,19216952178,0,0,0,21296377858,0,0,-8386935540
솔리드런자산운용,0,0,0,0,0,0,0,0,8110967000,0,0,693457702,0,0,0,8804424702,0,0,-6423199407
수성자산운용,3798182800,217755288536,79966050191,85658706757,0,0,0,0,0,0,0,382719464269,0,0,0,769897692553,0,0,97004749277
수협자산운용,32413051036,0,78688902172,2338911758093,0,0,0,0,0,0,0,83305893178,0,0,0,2533319604479,0,-567243828,2354851289709
슈니크자산운용,0,0,0,25000000000,0,0,0,0,0,0,0,23271280438,0,0,0,48271280438,0,5000000000,-9640310233
슈로더자산운용,0,0,0,0,0,744288551058,0,0,0,0,0,0,0,0,0,744288551058,0,0,-23431853204
스마일게이트자산운용,63067753974,0,0,0,0,108188431048,0,0,655207185649,0,0,12714762961,0,0,0,839178133632,0,0,338435861133
스카이워크자산운용,0,91466305039,0,0,0,0,0,0,0,0,0,90301843350,0,0,0,181768148389,0,0,70291643404
스퀘어자산운용,0,0,0,0,0,0,0,0,0,0,0,6631974328,0,0,0,6631974328,0,0,-13637642389
스타갤럭시 자산운용,0,0,0,0,0,0,0,0,0,0,0,2394245694,0,0,0,2394245694,0,0,-3541996103
스타로드자산운용,0,0,0,0,0,0,0,0,427877740000,0,0,3010010102,0,0,0,430887750102,0,0,61820000000
스타퀘스트자산운용,15470570067,26471400452,0,0,0,0,0,0,0,0,0,89056311996,0,0,0,130998282515,0,0,22006751535
스탠버그자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스틱얼터너티브자산운용,0,0,0,0,0,190979806327,0,0,561265854513,0,557932179221,383682349490,0,0,0,1693860189551,0,0,-5120475076
스팍스자산운용,850649572248,0,53383402581,0,0,0,0,0,0,0,0,0,0,0,0,904032974829,0,4757255278,56076350992
스페이스자산운용,0,0,0,0,0,18867163831,0,0,0,0,0,24534416281,0,0,0,43401580112,0,0,12115191887
스피네이커자산운용,8331059126,1230000000,0,0,0,0,0,0,0,0,0,36490553977,0,0,0,46051613103,0,0,13456428153
슬기자산운용,193773326030,72569827117,3956406159,0,0,0,0,0,0,0,0,239659956288,0,0,5070727536,515030243130,0,0,26330472013
시그니처자산운용,0,3902268249,0,0,0,0,0,0,51800000000,0,0,12050000000,0,0,0,67752268249,0,0,22553237689
시드인베스트먼트자산운용,0,0,0,0,0,0,0,0,56764376352,0,0,48949123663,0,0,0,105713500015,0,0,4941981104
시몬느자산운용,0,0,0,0,0,0,0,75817641238,216097750156,0,48465971872,313157547907,0,0,0,653538911173,0,0,122246287251
신라자산운용,0,0,0,0,0,0,0,0,0,0,0,3060000000,0,0,0,3060000000,0,0,0
신영자산운용,2067888691707,153153729467,833846623156,103535200077,0,144946764777,6788740138897,0,0,0,0,95115618419,0,0,0,10187226766500,0,192970416883,4192949690279
신한자산운용,19026752699827,426630037263,2361598143163,66542022921288,0,11485665691242,16130655618379,7494290176314,6795745334299,0,17241568330130,5574476289329,36000000000,0,264818055681,153380223296915,0,619447717854,19737212699614
써밋자산운용,0,0,0,0,0,0,0,0,0,0,0,18199859546,0,0,0,18199859546,0,0,5235425933
썬앤트리자산운용,990099002,5077193529,4170688753,1783905801,1149386070,2009999900,0,9105954282,0,0,1099985003,53745450109,0,0,0,79132662449,0,0,23663393747
씨비알이인베스트먼트매니지먼트자산운용,0,0,0,0,0,0,0,0,707614150696,0,0,0,0,0,0,707614150696,0,0,14002364911
씨스퀘어자산운용,160478514238,0,129920071011,0,0,0,0,0,1427185479,0,0,200321596144,0,0,0,492147366872,0,673300777,41809548832
씨앗자산운용,21318666014,0,0,0,0,0,0,0,0,0,0,130882553969,0,0,0,152201219983,0,-2593640162,32717032595
씨앤디자산운용,0,0,0,0,0,0,0,0,0,0,0,10998503022,0,0,0,10998503022,0,0,8196679355
씨에이씨파트너스자산운용,0,0,0,0,0,0,0,0,102700000000,0,0,0,0,0,0,102700000000,0,0,21300000000
씨엘자산운용,0,42442032818,100000000,0,0,0,0,0,0,0,0,15784991995,0,0,0,58327024813,0,0,17981047996
씨케이골디락스자산운용,7350000000,58593882550,0,0,0,0,0,2923190289,0,0,0,0,0,0,0,68867072839,0,0,9583173569
아너스자산운용,32151866060,0,12967113800,0,0,0,0,0,3951183381,0,0,518966334973,0,0,0,568036498214,0,-9407160730,-5539973947
아든자산운용,55929673061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55929673061,0,0,-289959727
아라자산운용,1619759230,0,0,0,0,0,0,0,0,0,0,3445344568,0,0,0,5065103798,0,0,89116363
아람자산운용,0,0,6947950130,0,0,0,0,0,0,0,0,7694032796,0,0,0,14641982926,0,0,-12216912223
아르고스자산운용,0,0,0,0,0,0,0,0,0,0,0,5378013015,0,0,0,5378013015,0,0,2229211004
아름자산운용,5798000000,7703035328,1696883863,0,0,0,0,0,28000380008,0,0,38595673322,0,0,63000000000,144793972521,0,-6700000000,-65354218748
아미쿠스자산운용,0,7147128713,0,0,0,0,0,0,35550817758,0,0,11057383280,0,0,0,53755329751,0,0,37445834803
아샘자산운용,1284788115,24172902661,108000539714,14176624801,0,2301148709,0,0,0,0,0,49997184265,0,0,0,199933188265,0,-35000000,29539708092
아스트라자산운용,72002442025,0,1251464521,0,0,4200000000,0,0,0,0,0,18593441075,0,0,0,96047347621,0,0,133696066
아우름자산운용,5000000000,10355296964,4203689081,0,0,0,0,0,0,0,0,10092578511,0,0,0,29651564556,0,0,-11017833547
아울자산운용,0,0,0,0,0,418425873,0,0,0,0,0,1644190980,0,0,0,2062616853,0,0,-13662942846
아이리스자산운용,0,3000000000,0,0,0,0,0,0,0,0,0,13382242520,0,0,0,16382242520,0,0,-3100511500
아이비자산운용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아이비케이자산운용,1913267342387,127996138720,341977398300,3598012209728,0,12830013017005,16263371185173,40312902738,23049019633,0,1003149327935,0,0,0,1979185070,36143127726689,0,37987473832,4077456206003
아이앤제이자산운용,0,2082928049,5149264271,0,0,0,0,0,2580132977,0,0,2241531929,0,0,31770000000,43823857226,0,0,26023006654
아이앤케이투자자산운용,0,0,0,0,0,0,0,0,126110565276,0,0,14350533483,0,0,0,140461098759,0,0,7569562159
아이엠에셋자산운용,2973054270579,1968168730,151389093228,3741513394819,0,892931109339,3158943103743,668854612024,194774359638,0,412506044680,28410967561,0,0,0,12224345124341,0,369642850,-399462978893
아이엠엠자산운용,82944189537,0,0,0,0,72459265431,0,0,35655635637,0,0,184000667700,0,0,0,375059758305,0,0,46784006669
아이엠엠크레딧앤솔루션,0,0,0,0,0,0,0,0,0,0,0,160792593640,0,0,0,160792593640,0,0,-14435631704
